Texto,classification_spanish
"Y si lo estoy informando es para que también ya dejen, Riva Palacio, Sarmiento y otros, ya dejen de estar pensando que nos vamos a pelear y que… No, no, no, tenemos que mantener buenas relaciones por geopolítica, que no debemos de olvidar.",opinion
"Entonces yo sí creo que el gobernador está haciendo una buena labor y va a hacer un buen gobierno, le tengo confianza, y lo vamos a ayudar, lo vamos a apoyar en todo.",opinion
"Con esa aportación que se diera alcanzaría para mejorar la situación de pobreza de mil millones de personas en el mundo que están viviendo con menos de un dólar diario. Esa propuesta ya la hice, la diferencia aquí es que yo no pienso que debe aplicarse un impuesto, sino que debe de ser una contribución para vivir en un mundo más justo. Ese es el planteamiento que he hecho.",opinion
"Ah, nos arregló Mochis, perdió Guasave. Así es el béisbol, así es. Pero hicieron un buen papel el equipo de Guasave, los Algodoneros jugaron muy bien. Además, la afición estaba muy contenta, mucho muy contenta.",opinion
"Y ganó en buena lid Mochis. Estaban felices en Mochis y en Ahome, que es el municipio de Sinaloa al que pertenece Mochis, que es la cabecera municipal. Fue una fiesta.",opinion
"Y ahora estuve viendo ya la selección que va a la Liga del Caribe. Desde luego, es Mochis, que ya es Sinaloa y México. Ya estoy con Mochis ahora, le voy a Mochis, le voy a Sinaloa, le voy a México. Y llevan refuerzos y bastantes refuerzos, buenos peloteros de Guasave. Y les deseo lo mejor.",opinion
"La Liga de Béisbol del Caribe va a ser en Venezuela y los tres favoritos: primer lugar México, luego dominicana y en tercero Venezuela. Así dicen los expertos, a lo mejor ahora le atinan.",opinion
"Ahora se está llevando a cabo un cambio verdadero y no les gusta. Por eso hablo de conservadurismo, porque son partidarios de mantener el statu quo, de que se mantengan los privilegios, la corrupción, esto, que era lo que había, y que el pueblo siga en la pobreza, en el abandono, en la marginación, que a los jóvenes, este señor Narro que aparece en este grupo, les llame ‘ninis’, que ni estudian ni trabajan, y ‘ja, ja, ja’, y nunca hicieron nada por los jóvenes.",opinion
" Es estar con el pueblo o con la oligarquía, no hay más, no hay justo medio. Decía Melchor Ocampo que los moderados no eran más que conservadores más despiertos. Entonces, qué bien que se están dando estas cosas.",opinion
"‘No venga, quédese allá, porque ya hay una opinión colectiva a favor del cambio, una voluntad colectiva a favor del cambio, de la transformación. Y si usted viene y le imponen, su dominio va a ser transitorio’, también mucha sabiduría.",opinion
"Y vino Santa Anna, lo trajeron los conservadores, y desde que llegó a Veracruz hasta la Ciudad de México: ‘¡Viva Santa Anna!’, vitoreado, a pesar de que, por culpa de él, por haberse portado como un mal militar y un mal ciudadano, nos habían quitado más de la mitad del territorio. Pero todo esto por la manipulación, la gente aplaudiendo.",opinion
"Pues regresa y pues ya se convierte en alteza serenísima, vende otra parte del territorio. Para acabarla de amolar, se muere Lucas Alamán, que era conservador, pero inteligente y sensato, y ya se queda sólo Santa Anna, se convierte en tirano y tiene pues todo este ridículo de corte y condecoraciones, títulos, como si fuese una nobleza.",opinion
Triunfa la revolución y empieza el control de los medios y ya la prensa empezó a someterse de nuevo.,opinion
"Es hasta ahora que viene el cambio, porque ¿cuándo se había tenido una prensa opositora al gobierno como ahora? La radio, la televisión, los periodistas más famosos, que no los más buenos, los intelectuales defensores del régimen, nunca se había visto, bueno, desde la época de Madero.",opinion
"Entonces, qué nos vamos a estar quejando, estamos viviendo tiempos muy interesantes. Lo importante es que siga el debate, que siga la confrontación política, sin violencia. Por parte nuestra siempre vamos a garantizar las libertas.",opinion
"Que si quitaron a Alazraki de El Universal; pues que le pregunten a Ealy Ortiz, que yo no lo he visto desde hace 10 años— no, hace ocho— pero no me culpen a mí. Además, hasta ayuda a Alazraki.",opinion
"Y no le deseo mal a nadie, nosotros no hablamos con ningún director de periódico, con un ningún dueño de estaciones de radio, con ningún dueño de estaciones de televisión para decir: Es incómodo este periodista, o para decirle: Ayúdame, vamos a tener un acto, échanos la mano, hagan un reportaje bueno, rosita, de color. No, a nadie, y que se ejerza el periodismo con toda la libertad.",opinion
" Ya la gente está muy consciente en nuestro país, México debe estar en los primeros lugares en el mundo en politización, el pueblo de México está muy politizado. Ya no hay, prácticamente no existe el analfabetismo político.",opinion
"Si me dicen: ‘¿En qué se ha avanzado?’, se ha avanzado en mucho, pero en lo que más se ha avanzado es en la revolución de las consciencias. Es increíble lo que ha sucedido en los últimos tiempos, el grado de consciencia que se ha desarrollado en los últimos tiempos, y eso es lo que no entienden nuestros adversarios, piensan que la política es asunto de los políticos, como antes, y no, la política es asunto de todos.",opinion
"Y, además, como no saben hacer política con la gente, para ellos el pueblo no cuenta y le tienen desprecio al pueblo, pues se les dificulta mucho y por eso tienen que hacer los foros de Televisa y de otros medios en donde con sus análisis, los dólares que pesan una tonelada, creen que con eso van a engañar.",opinion
"Yo veo, por ejemplo, aquí en la ciudad, que es donde hay más bombardeo de medios —porque siempre lo digo, pero no estoy mintiendo— todas las estaciones de radio o casi todas que tienen noticieros es lo mismo, hagan la prueba; vean también la prensa escrita, lo mismo. Y sí aturden, hacen dudar a la gente, pero ya no, ya les cuesta más trabajo.",opinion
"Imagínense, la gente de Coyoacán, que en la elección pasada votó por Quadri. Muchos ni sabían, y ahora que Quadri declara hace relativamente poco que, si desaparecía Oaxaca, Chiapas y Guerrero, México saldría adelante. Y estoy seguro que, en ese distrito de Coyoacán, hay mucha gente que llegó de Guerrero, que llegó de Oaxaca, y que a lo mejor hasta votaron por él. Y así cosas.",opinion
"Entonces, no van a afectar en nada, la gente quiere el cambio, quiere la transformación, ya no quiere que regrese la corrupción, la impunidad, la vida de privilegios de los políticos, que se acostumbraron a vivir con excesos, colmados de atenciones, de privilegios, una especie de clase dorada. ¿Qué democracia puede ser eso, un gobierno rico con pueblo pobre? Ya la gente eso no lo quiere.",opinion
"Y sí, hay que democratizar lo más que se pueda las escuelas. La democracia es una forma de vida, no sólo es un sistema político. Tiene que haber democracia en la escuela, en los sindicatos, en la familia y desde luego en la vida pública, política.",opinion
"Y en todos los ámbitos, en todos los terrenos de la vida pública se están expresando cada vez con más libertad los ciudadanos. Eso es muy bueno, mucho, mucho muy bueno. Y allá en Sonora pues hay muy buenos universitarios, tanto estudiantes como académicos responsables. Es un gran estado, Sonora.",opinion
"Y lo que corresponda a la fiscalía, pues ellos tienen también sus tiempos, sus formas, eso es lo que puedo comentar.",opinion
" Pues más adelante. Hay que preguntarles a los abogados nuestros, sobre todo en el caso del juicio, si no nos perjudica el que se dé más información.",opinion
" Pues yo pienso que hay que esperar a que termine el juicio, todavía está iniciando, y se tiene que conocer la verdad.",opinion
" No. Jesús, el hermano de Federico, hijos de don Jesús. Por lo que hablábamos ayer de los papás y de los hijos. Decía un amigo: ‘Los hijos de los famosos no son tan tontos como piensa el vecino, ni tan inteligentes como ellos creen’. Son cosas distintas, ¿no?",opinion
" Hay que esperarnos porque todavía está iniciando, repito, el juicio, y hay que ver también qué van a informar los de las agencias.",opinion
"Y es lamentable que haya quienes defiendan este estilo de actuar, este proceder. ¿Cómo vamos a salir adelante como país? ¿Cómo vamos a llegar a una sociedad mejor? ¿Y las nuevas generaciones? Afortunadamente se están dando los cambios en México, esto es muy bueno, mucho, mucho muy bueno.",opinion
"Y no es: A ver a cuántos encarcelan, no. Es que eran intocables, no perdían ni siquiera su respetabilidad, pero además era un estilo de vida: ‘no seas tonto, imita a tu primo, ¿no ves que ya anda en un Cherokee?, ¿y la Cherokee, apá?",opinion
"En los bienes de los funcionarios estos, imagínense los carros más lujosos del mundo, yo no los puedo describir porque no sé ni me interesa, pero alguna gente que le he preguntado: ¿Y este? ¡No, Rolls Ros!",opinion
"El otro, el Ferrari. Todos los más lujosos. O sea, ese era el estilo de vida, la forma de vivir.",opinion
"Y también aquí, bueno, si a mí me llega, si el doctor de repente lo veo: Oiga, doctor, ¿y ese trajecito? Y ya se fue a Acapulco, pero vive en Diamante. ¿Cómo no me voy a dar cuenta? ¿Cómo no voy a saber?",opinion
"Pero este hombre es un profesional, un científico de primera, Premio Nacional de Ciencia y un hombre honesto. Pero, vean a algunos de estos que están siendo juzgados, vean las fotografías, el estilo, sus desplantes. ¿Qué ideales pueden tener? ¿Qué principios? Si hasta la gente que tiene ideales, que tiene principios, se atontan con el poder, porque el poder atonta a los inteligentes y a los tontos los vuelve locos. El poder es una tentación que sólo se resiste si hay ideales y hay principios y se está bien anclado; pero el que no tiene ideales, no tiene principios, el pragmático, el que está pensando en salir adelante sin escrúpulos morales de ninguna índole, triunfar, triunfar, triunfar…",opinion
"Y ‘cuánto tienes, cuánto vales’ y ‘como te ven, te tratan, y ‘no seas tonto, aprovecha, qué vas a estar pensando en los demás, piensa en ti, piensa en tu familia, no se va a volver a presentar esta oportunidad’, y ‘hay que ir de compras’, y ‘el reloj, entre más lujoso…’",opinion
"Todo esto lo digo como para que no estemos creyendo que son infalibles estas organizaciones. Me acuerdo que hay una organización también, la que autoriza lo del manejo del espacio aéreo, también internacional, que me consta que, sin hacer estudios de ningún tipo porque había intereses de por medio, resolvieron que se tenían que cerrar los dos aeropuertos para construir el aeropuerto en Texcoco, se tenía que cerrar el aeropuerto de la Ciudad de México y el aeropuerto de Santa Lucía por interferencia aérea, según ellos. Y así, mucha falsedad.",opinion
"Bueno las revistas estas, Times, sacaban la portada: ‘El presidente del año’. ‘El financiero del año’, al secretario de Economía, de Hacienda’.",opinion
