index,Texto,classification_spanish,Clasificacion,new_classification
15356," No, esto, esto, nada más. Y es libre, el que no quiera escuchar la mañanera pues que no la escuche; si les molesta, pues no la escuchen. Pero no, para lo que había antes, que usaban raudales de dinero, carretadas de dinero para la publicidad, no. Si no tuviésemos esto, no tendríamos nada, nada, nada.",competencia,,Opposition
19487,"Te felicito por la investigación, porque ayudas a entender todo el entramado de complicidades y por qué están en contra de nosotros.",competencia,,Opposition
8810,"Entonces, me empezó a llamar la atención porque pues de allá de Tamaulipas era el de la frase famosa de: ‘¿Y de parte de quién?’ En política, cuando suceden cosas así, atípicas, siempre la pregunta es: ¿y de parte de quién?",competencia,,Opposition
20136,Pero voy a aprovechar. ¿Saben cuánta era la diferencia entre lo que tenían los pobres y lo que tenían los ricos cuando Calderón?,competencia,,Opposition
1742," Pues la verdad es que ya no hace falta responderles, es parte de lo mismo, ellos tienen un pensamiento conservador, somos distintos. Yo estoy absolutamente seguro que no tienen vocación democrática real, que son acomodaticios, arribistas y que tienen un pensamiento conservador, les molesta lo que hacemos.",competencia,,Opposition
89,"Yo di la instrucción de que se presentara la investigación, la denuncia y que se fuese a fondo. Pero no sólo eso, no le permito la corrupción a nadie, ni a mis familiares. Por eso ese periodismo amarillista de ahora de Proceso, pues no hace mella. Pero ustedes no van a cambiar porque ya ustedes tienen una definición que tiene que ver con apoyar al bloque conservador.",competencia,competencia,Opposition
3828,"Por eso es muy importante el que sigamos con este debate para que se decida, el pueblo decida con información: ¿quieres que continúe el proceso de transformación o que regresen los neoliberales corruptos con sus voceros y achichincles de la intelectualidad?, así de claro.",competencia,,Opposition
20960,"Y ya no van a la última parte, porque la gente no sabe que lo que tenían pactado. El acuerdo era que, además de la encuesta… Que además la voy a dar a conocer aquí porque, si no, no se van a enterar, me refiero a los militantes, a la gente buena, que no es truculenta, no tiene nada que ver con los de arriba, a los del PRI y a los del PAN de abajo que creyeron en la encuesta y en todo el procedimiento.",competencia,,Opposition
15897," CEO. Y les dije: Vamos a esperar a que resuelvan el juicio que hay en tribunales, pero en tanto no haya una decisión no pueden ustedes ya seguir extrayendo material. Entonces me dijo: ‘Estoy de acuerdo’.",competencia,,Opposition
11502," Ah, esa es otra, que ya están también lloviendo amparos porque los conservadores no quieren que se reformen los contenidos de los libros de texto.",competencia,,Opposition
7172,"Nació en Cananea, es un lugar histórico. Que tampoco le gusta mucho al Reforma hablar de la huelga de Cananea, a no ser que se trate de hablar bien del coronel Green, el patrón en la época del movimiento de Cananea, pero no a favor de los trabajadores.",competencia,,Opposition
13656,"Antes salían, ¿no? Me acuerdo cuando salió Creel a decir que estaban unidos y que… Porque nosotros llevábamos a cabo prácticas corporativas que ni en la época de sus aliados de ahora se ejecutaban.",competencia,,Opposition
20946,"Ciro estaba desesperado, que no tengo nada contra él, ¿eh? Es un asunto político y diría periodístico, no es personal. Yo no odio y lo respeto como persona, y le deseo que le vaya muy bien y todo, pero políticamente pues sí tengo derecho, como él tiene derecho a cuestionarme.",competencia,,Opposition
4057,"Desde luego, como Calderón ayer, sólo faltó que dijera que la culpa de lo García Luna era mía, porque al final de su texto ―¿por qué no lo pones?― ya todos los corruptos se consideran perseguidos.",competencia,,Opposition
17043,"Entonces, ¿qué gano o qué ganamos queriendo convencer al Reforma, si Pemex surge a partir de la expropiación petrolera que llevó a cabo el general Lázaro Cárdenas, que era un presidente popular, patriota, pero que no lo querían los antepasados o inspiradores de los dueños de tu periódico, del Reforma?",competencia,,Opposition
6614," No, no, no, pero, pero vengo yo, sí, yo te contesto. Ya sé por dónde viene, si es el Proceso.",competencia,,Opposition
132,"Entonces, Salinas los maneja a los dos, a los dos grupos, y va cooptando tanto a los intelectuales abiertamente de derecha, que pertenecían a los cercanos a Paz, como a los de Héctor Aguilar Camín, que no quiero mencionar, porque es muy lamentable la forma cómo los cooptaron.",competencia,competencia,Opposition
17378,Y ahí contestó el presidente: ‘Lo que es una vergüenza para México —contestó el presidente— es que las fuerzas oscuras que no dan la cara se valgan de niños para decir un pensamiento que no tienen el valor de expresar’.,competencia,,Opposition
2792,"Su papá, cuando el fraude electoral del 2006, llegó a decir que, si no nos detenían, no se descartaba que pasara algo como lo que sucedió en Chile en 1973, es decir, no descartaban un golpe de Estado, lo que hizo Pinochet. Para ubicarnos quiénes son estos señores que todos los días están en contra y que recogen dinero, no sólo de potentados y de traficantes de influencia en el país, sino hasta de gobiernos extranjeros para financiar toda la campaña en contra nuestra.",competencia,,Opposition
14348,"Está bien que todo mundo esté haciendo política, en el buen sentido, no hay por qué prohibir. Imagínense, si ya los de la cúpula son los que van a decidir, porque así era antes, ¿no?, ellos decían, todavía hasta hace poco: ‘Necesitamos poner candidatos paleros, pero para hacer candidato se requieren tantas; ayúdales, ayúdales, Lorenzo, porque necesitamos que participen’, y ya se falsificaban las firmas y se registraban a los candidatos. ¡Cómo vamos a aceptar eso!",competencia,,Opposition
18173,"Estos mismos, este grupo de Claudio X. González, Gómez Mont, este Carbajal, todos estos. No está aquí Cossío, pero es otro, el asesor jurídico. Puro abogado del bloque conservador, del régimen de corrupción que prevalecía, que quieren regresar por sus fueros, por eso están en todo. Estos fueron los de los amparos en contra de la construcción del aeropuerto ‘Felipe Ángeles’, estos fueron los de los amparos en el Tren Maya y estos son ahora los amparos a favor o defendiendo a la innombrable.",competencia,,Opposition
1923,"Me tocó llevar un caso en mi estado de un detenido que fue torturado, que lo metieron al mar policías judiciales hasta ahogarlo, esto en 1989, y los familiares defendiendo, sobre todo una hermana, con mucho valor el que se hiciera justicia. Y nosotros nos hicimos cargo.",competencia,,Opposition
10500,"Por eso estoy muy contento con los paisanos veracruzanos, porque demostraron que no se dejan chorear. Ya llevaban algún tiempo y yo decía: ¿Qué pasa, si este pueblo es de los más avispados de México? ¿Cómo es que se dejan jugar el dedo en la boca? ¿Cómo es que se dedican a aplaudir, si los están saqueando? Y, bueno, como decía Lincoln: ‘Al pueblo se le puede engañar una vez, dos veces, pero no se le puede engañar toda la vida’. Lo celebro.",competencia,,Opposition
4025,"Pero aquí el fondo del asunto, que es lo que se omite, es cuál es la explicación que le vas a dar al pueblo de México sobre el porqué nombraste a García Luna, y si sabías o no sabías, y sobre eso es que queremos información, eso es lo que queremos, esa es la explicación que estamos esperando, primero.",competencia,,Opposition
3163,"Entonces, a los hispanos que trabajan, que viven honradamente en Estados Unidos no les va a parecer el que se maltrate a paisanos migrantes que tienen sus mismos orígenes, en el sentido amplio.",competencia,,Opposition
15823,"¿Cómo no van a estar enojados? Por eso me insultan, pero cómo voy a permitir esto.",competencia,,Opposition
2087,"Y mano dura y no les temblaba la mano, era como mátalos en caliente, porque pensaban que de esa manera iban a resolver el problema. Se olvidaron.",competencia,,Opposition
17184,"Uno de los errores que se cometieron en el caso de Ayotzinapa, el principal, fue querer ocultar las cosas, el querer fabricar una situación que no tenía que ver con lo que sucedió, crear un delito, culpar a gente; incluso, torturar. Nosotros no reprimimos, nosotros no torturamos, nosotros no ordenamos masacres, somos distintos. Y les puede, no les gusta, pero ya cambió esto.",competencia,,Opposition
4195," Claudia Ruiz Massieu, Woldenberg, Aguilar Camín, Krauze, Marko Cortés, Loret de Mola, etcétera, etcétera, ahí todos agarraditos de la mano. Agárrense de las manos.",competencia,,Opposition
15363,"Si yo no sé cuánto les va a durar, porque también política es tiempo, la política es un oficio. ¡Cómo le van a dejar la conducción de la defensa de los intereses de las minorías a Claudio X. González! ¿Qué sabe de política?",competencia,,Opposition
19139,"Entonces, se pusieron, pero enojadísimos. Miguel Limón era secretario de Educación. Hubo toda una polémica ahí. Si van a la hemeroteca, ahí van a encontrar. Y ataques por lo que estábamos haciendo, lo mismo, ‘populismo’.",competencia,,Opposition
20015,"Pero nosotros no vamos a quedarnos callados, aunque en tu periódico 24 Horas digan lo contrario. Lo respetamos, pero tenemos el derecho de informar.",competencia,,Opposition
11772,"En general, siempre atendemos a familiares de las víctimas; sin embargo, hay en esto —y en casi todo lo que hacemos, porque estamos en un proceso de transformación— opositores. Les hacía yo el cuestionamiento a los de la organización de derechos humanos, del Prodh, que sí, defendiendo derechos humanos, pero conviviendo al mismo tiempo con los gobiernos del PAN, con la derecha. Y ahora que llegamos nosotros, que siempre, no de hace 10 años, 20 años, 30 años, no, desde hace 40 años o más estamos defendiendo los derechos humanos, luchamos por la justicia.",competencia,,Opposition
17547,"Bueno, pues hoy es miércoles y corresponde de ‘Quién es quién en las mentiras de la semana’. Repito, es una muestra. Si se tratara de un estudio estadístico, ni siquiera sería representativo, metodológicamente no serviría porque es mínimo para el número de noticias tendenciosas, falsas, en contra del gobierno de la transformación, pero, bueno, nos ayuda a que se esté recordándole a la gente que hay una campaña mediática en contra, de los potentados, de los que se sentían dueños de México, que están en contra de la transformación del país.",competencia,,Opposition
6051,"Hay algunos que todavía, ¿no?, sirven de tapadera, les gusta actuar como tapaderas, pero la mayoría ya de los medios en ese sentido ya hay cuestionamientos, hasta se espanta uno, ¿no? De repente periodistas que sólo reproducían los boletines de los gobiernos ahora ya son críticos, paladines de la libertad, demócratas, defensores de la honestidad. Ya está cambiando esto, es para bien, son momentos estelares.",competencia,,Opposition
